arc	source	where	terms	status	hits_per_head	top_paths	quote
B8068_j2t_charge_field	paper/structure-genesis-first	FINDINGS.md, WHAT IT DECIDES	rank-1 idempotents primitive rational	LEAD	"{""audit/b775-braver-questions"":10,""claude/new-session-qor5up"":9,""claude/outside-bench"":10,""codex/seat-r001"":10,""main"":10,""paper/structure-genesis-first"":11}"	docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/THE_SM_VERDICT.md | docs/views/VERDICT_LEDGER.md | frontier/B962_vev_scout/FINDINGS.md | frontier/B962_vev_scout/PRIOR_ART_VEV.md | frontier/B962_vev_scout/arc_verdict.json | frontier/B962_vev_scout/prior_art_vev.json | +2 catch-all	there are no primitive idempotents over ℚ, and the object supplies no rational rank-1 VEV
B8068_j2t_charge_field	paper/structure-genesis-first	FINDINGS.md, LIMITS	literature subalgebra principal novelty	LEAD	"{""audit/b775-braver-questions"":16,""claude/new-session-qor5up"":16,""claude/outside-bench"":19,""codex/seat-r001"":18,""main"":18,""paper/structure-genesis-first"":17}"	docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B281_crux_scoping/FINDINGS.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B955_l133_scout/prior_art_rank_reduction.json | papers/VALIDATION_LEDGER.md | +5 catch-all	"Novelty is NOT claimed. No literature search has been run on ""the fixed Jordan subalgebra of a principal 2T in F4""."
B8068_j2t_charge_field	paper/structure-genesis-first	FINDINGS.md, LIMITS	multiplication cubic form	GENERIC	"{""audit/b775-braver-questions"":58,""claude/new-session-qor5up"":54,""claude/outside-bench"":63,""codex/seat-r001"":64,""main"":64,""paper/structure-genesis-first"":61}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/THEOREM_LEDGER.md | docs/THE_END_TO_END_CHAIN.md | docs/dossiers/S6_theorem_inventory_cc2.md | docs/views/VERDICT_LEDGER.md | frontier/B326_congruence_torsion/FINDINGS.md | +8 catch-all	The cubic form is computed; the multiplication table is not.
B8068_j2t_charge_field	paper/structure-genesis-first	CELL3_FINDINGS.md, THE RESULT	killing appears subset rank	LEAD	"{""audit/b775-braver-questions"":12,""claude/new-session-qor5up"":12,""claude/outside-bench"":16,""codex/seat-r001"":15,""main"":17,""paper/structure-genesis-first"":16}"	docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | frontier/B951_l132_scout/PRIOR_ART_HYPERCHARGE.md | frontier/B955_l133_scout/prior_art_rank_reduction.json | frontier/README.md | +6 catch-all	su(5) — Killing rank 24 — never appears, in any subset.
B8068_j2t_charge_field	paper/structure-genesis-first	CELL3_FINDINGS.md, WHAT IS NEGATIVE	idempotents reachable invariant object	LEAD	"{""audit/b775-braver-questions"":9,""claude/new-session-qor5up"":8,""claude/outside-bench"":11,""codex/seat-r001"":9,""main"":11,""paper/structure-genesis-first"":9}"	docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/THE_SM_VERDICT.md | docs/views/VERDICT_LEDGER.md | frontier/B951_l132_scout/PRIOR_ART_HYPERCHARGE.md | frontier/B951_l132_scout/prior_art_hypercharge.json | frontier/B962_vev_scout/PRIOR_ART_VEV.md | frontier/B1208_cross_seat_harvest/FINDINGS.md | +2 catch-all	SO(10) → SU(5) is not reachable from the object's own invariant idempotents.
B8068_j2t_charge_field	paper/structure-genesis-first	CELL4_FINDINGS.md, THE STATEMENT	component object impure spinor	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		the object supplies nothing in the 16 at all. Not an impure spinor, not a small component: zero.
B8068_j2t_charge_field	paper/structure-genesis-first	CELL4_FINDINGS.md, LIMITS	rank-1 invariants canonical component	LEAD	"{""audit/b775-braver-questions"":30,""claude/new-session-qor5up"":31,""claude/outside-bench"":42,""codex/seat-r001"":36,""main"":40,""paper/structure-genesis-first"":30}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/atlas/FAILURE_ATLAS.md | docs/views/VERDICT_LEDGER.md | frontier/B530_natural_history/FINDINGS.md | frontier/B659_novelty_dossier/SWEEP_RESULTS.md | +8 catch-all	What is NOT shown: that no construction whatever reaches the 16. Only that the object's canonical rank-1 invariants have no component there.
B8068_j2t_charge_field	paper/structure-genesis-first	CELL_ITEM1_FINDINGS.md, THE RESULT	reachable real form	GENERIC	"{""audit/b775-braver-questions"":218,""claude/new-session-qor5up"":202,""claude/outside-bench"":240,""codex/seat-r001"":221,""main"":231,""paper/structure-genesis-first"":210}"	docs/CAMPAIGN_STATUS.md | docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/LITERATURE_CONTEXT_2026-07-15.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/PRACTICES.md | +25 catch-all	su(5) is real in NO real form of E6 reachable this way — 254 of 254.
B8068_j2t_charge_field	paper/structure-genesis-first	CELL_SUBALGEBRA_FINDINGS.md, THE CLASS ERROR	stabilisers subalgebras unsearched outside	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		Outside it: stabilisers of Jordan subalgebras, which is the class the theorem is about and which remains unsearched.
B8068_j2t_charge_field	paper/structure-genesis-first	CELL_SUBALGEBRA_FINDINGS.md, T1 -- FAILED	isomorphic conjugate stab	LEAD	"{""audit/b775-braver-questions"":22,""claude/new-session-qor5up"":20,""claude/outside-bench"":40,""codex/seat-r001"":31,""main"":37,""paper/structure-genesis-first"":23}"	docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/THE_SM_VERDICT.md | docs/views/VERDICT_LEDGER.md | frontier/B672_grading_hunt/cellB/b672_cellB.py | frontier/B672_grading_hunt/cellB/cellB_output.txt | frontier/B700_fiber_functor/FINDINGS.md | frontier/B700_fiber_functor/phase2_cc2/phase2/FINDINGS_CC2.md | +8 catch-all	No 9. ... our su(3)⊕su(3) is isomorphic to Stab(B)0 but not conjugate to it in F4
B8068_j2t_charge_field	paper/structure-genesis-first	CELL_AXIS0_FINDINGS.md, STILL OWED	agreement evidence perfect strong	LEAD	"{""audit/b775-braver-questions"":17,""claude/new-session-qor5up"":16,""claude/outside-bench"":29,""codex/seat-r001"":25,""main"":28,""paper/structure-genesis-first"":17}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B771_phase1_wave1/wave4_results.json | frontier/B775_phase2_wave1/wave4_results.json | +4 catch-all	Not done. Until it is, this is strong evidence (56 primes, perfect agreement) and not proof.
B8068_j2t_charge_field	paper/structure-genesis-first	CELL_AXIS3_FINDINGS.md, THE CLASS THIS NEGATIVE COVERS	untested outer half	LEAD	"{""audit/b775-braver-questions"":22,""claude/new-session-qor5up"":17,""claude/outside-bench"":28,""codex/seat-r001"":28,""main"":26,""paper/structure-genesis-first"":21}"	docs/CAMPAIGN_STATUS.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/TARGETS.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | +8 catch-all	The outer half is untested here.
B8069_conformal_selection	paper/structure-genesis-first	arc_verdict.json claim_one_line; FINDINGS.md	b416 dimension retracted isotropy	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":5,""claude/outside-bench"":9,""codex/seat-r001"":7,""main"":9,""paper/structure-genesis-first"":7}"	docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | scripts/atlas/atlas_data.json | docs/OPEN_LEADS.md | docs/views/THE_SPINE.md | frontier/B1211_declaration_gap/deep_sweep.json | frontier/B1211_declaration_gap/verification/deep_sweep.json | docs/LAW_MAP.md | +2 catch-all	"the isotropy locus is a ray"" is GENERIC to any four points in 3-space and is NOT a fact about this object (the B416 failure mode); the dimension count is retracted as evidence"
B8069_conformal_selection	paper/structure-genesis-first	FINDINGS.md, Scope — what this is NOT	b8068 unsearched connected conformal	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":2}"	docs/LAW_MAP.md | docs/views/VERDICT_LEDGER.md | +1 catch-all	Not connected to the e6/so(10) arc (B8068). Whether the conformal structure here and the gauge algebra there live on the same object is unsearched — named as open, not as absent.
B8069_conformal_selection	paper/structure-genesis-first	arc_verdict.json claim_one_line	four-letter lorentzian statement spacetime	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":3,""claude/outside-bench"":6,""codex/seat-r001"":4,""main"":6,""paper/structure-genesis-first"":3}"	docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | docs/views/THE_SPINE.md | frontier/B1211_declaration_gap/deep_sweep.json | frontier/B1211_declaration_gap/verification/deep_sweep.json | docs/consolidation/DEBT_LEDGER.md | docs/LAW_MAP.md | +1 catch-all	This is a statement about M_* on E_s -- a four-letter transfer operator and its stable space -- NOT a claim about spacetime; 'Lorentzian' means signature (3,1) and nothing more.
B8070_anomaly_rank_descent	paper/structure-genesis-first	FINDINGS.md, Why it is false, point 1	calculated anywhere script rank	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":2,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":4}"	docs/views/VERDICT_LEDGER.md | docs/ERROR_LEDGER.md | docs/views/REVIEWER.md | +1 catch-all	No Lie rank was calculated anywhere in the script.
B8070_anomaly_rank_descent	paper/structure-genesis-first	FINDINGS.md, Why it is false, point 3		UNSWEEPABLE			It was never su(3)⊕su(2)⊕u(1)³.
B8070_anomaly_rank_descent	paper/structure-genesis-first	FINDINGS.md, Why it is false, point 4 (quoting the seal's own words)	measuring detector	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":8,""codex/seat-r001"":5,""main"":7,""paper/structure-genesis-first"":9}"	docs/OPEN_LEADS.md | frontier/B775_phase2_wave1/wave6_results.json | docs/views/VERDICT_LEDGER.md | docs/ERROR_LEDGER.md | docs/CAMPAIGN_STATUS.md | frontier/B8069_conformal_selection/PREREG_conformal_selection.md | frontier/B8073_su5_reality/PREREGISTRATION.md | tests/test_b8071_reality_gate.py | +3 catch-all	the detector was measuring nothing
B8070_anomaly_rank_descent	paper/structure-genesis-first	FINDINGS.md, The deeper reason	centralizers operations holonomies operation	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":5,""claude/outside-bench"":6,""codex/seat-r001"":5,""main"":6,""paper/structure-genesis-first"":5}"	docs/views/VERDICT_LEDGER.md | frontier/B971_L132_vacuity/PRIOR_ART_ANOMALY.md | frontier/B971_L132_vacuity/prior_art_anomaly.json | papers/P3_THE_PAPER/CLAIM_CANDIDATES.md | +2 catch-all	"The object has no operation that could perform it: ""The object's operations are centralizers, holonomies and gradings. ... Nothing in the kit deletes from it."""
B8070_anomaly_rank_descent	paper/structure-genesis-first	arc_verdict.json claim_one_line	b864 cancellation hypercharge uniqueness	LEAD	"{""audit/b775-braver-questions"":16,""claude/new-session-qor5up"":16,""claude/outside-bench"":19,""codex/seat-r001"":17,""main"":19,""paper/structure-genesis-first"":18}"	docs/LAW_MAP.md | docs/MASTERPLAN.md | docs/OPEN_LEADS.md | docs/THE_FRAMEWORK.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B864_anomaly_ledger/FINDINGS.md | frontier/B971_L132_vacuity/PRIOR_ART_ANOMALY.md | +5 catch-all	B864's 'hypercharge is the unique gaugeable U(1)' is uniqueness INSIDE the chosen 3-plane span(Y, chi, psi) ... B864 is correct as scoped and must not be quoted as 'anomaly cancellation selects hypercharge.'
B8071_reality_gate	paper/structure-genesis-first	arc_verdict.json claim_one_line	centralizers available occupies verify	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":4,""codex/seat-r001"":4,""main"":6,""paper/structure-genesis-first"":6}"	docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | docs/CAMPAIGN_STATUS.md | docs/THEOREM_REGISTRY.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | +2 catch-all	This cell computes which real forms are AVAILABLE to the centralizers, and does NOT verify that the object OCCUPIES any of them
B8071_reality_gate	paper/structure-genesis-first	arc_verdict.json claim_one_line	nilpotent placement reaches object	LEAD	"{""audit/b775-braver-questions"":9,""claude/new-session-qor5up"":10,""claude/outside-bench"":15,""codex/seat-r001"":14,""main"":13,""paper/structure-genesis-first"":15}"	docs/HINT_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json | papers/VALIDATION_LEDGER.md | docs/CAMPAIGN_STATUS.md | docs/THEOREM_REGISTRY.md | docs/WHAT_WOULD_COUNT.md | +8 catch-all	It does not establish that the object reaches A2 -- the nilpotent panel places it on 2A1, and that placement is itself owed.
B8071_reality_gate	paper/structure-genesis-first	arc_verdict.json claim_one_line; FINDINGS.md 'Also not established'	characteristic-zero requires reading against	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":0,""claude/outside-bench"":3,""codex/seat-r001"":4,""main"":2,""paper/structure-genesis-first"":7}"	frontier/B1033_generation_adjudication/FINDINGS.md | docs/views/VERDICT_LEDGER.md | docs/views/REVIEWER.md | docs/LAW_MAP.md | papers/series/paper2_rung_spectrum/main.tex | papers/structure_paper/arxiv/main.tex | +5 catch-all	The object's own B is known only mod p, so reading dim(B ∩ k) against su(5)/su(4,1)/su(3,2)/sl(5,R) = 24/16/12/10 requires a characteristic-zero rebuild and is NOT claimed.
B8071_reality_gate	paper/structure-genesis-first	FINDINGS.md, The scope limit (pre-addendum text, later discharged by the addendum)	specifically something points orbit	LEAD	"{""audit/b775-braver-questions"":8,""claude/new-session-qor5up"":8,""claude/outside-bench"":17,""codex/seat-r001"":14,""main"":17,""paper/structure-genesis-first"":8}"	docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json | frontier/B771_phase1_wave1/wave3_results.json | frontier/B955_l133_scout/PRIOR_ART_RANK_REDUCTION.md | docs/CAMPAIGN_STATUS.md | docs/THE_LADDER.md | docs/LISTENER_MAP_SPEC.md | +3 catch-all	Whether the A2 orbit has real points in e6(2) specifically is therefore the next computation, not something established here.
B8072_matching_capacity	paper/structure-genesis-first	B8074 FINDINGS.md:17 (adjacent arc, cited for cross-reference; see B8074 entry)	semisimple tested word	LEAD	"{""audit/b775-braver-questions"":23,""claude/new-session-qor5up"":24,""claude/outside-bench"":34,""codex/seat-r001"":30,""main"":30,""paper/structure-genesis-first"":28}"	docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/THE_FRAMEWORK.md | docs/views/VERDICT_LEDGER.md | frontier/B149_sl4_ideal_completeness/FINDINGS.md | frontier/B530_natural_history/FINDINGS.md | frontier/B674_generation_leg/w3_enum_cc/enum_notes.md | +10 catch-all	"No arc in the bank had tested the word ""semisimple."""
B8073_su5_reality	paper/structure-genesis-first	B8073/PREREGISTRATION.md:25	absent check	GENERIC	"{""audit/b775-braver-questions"":434,""claude/new-session-qor5up"":401,""claude/outside-bench"":526,""codex/seat-r001"":431,""main"":489,""paper/structure-genesis-first"":439}"	docs/BANKING_PROTOCOL.md | docs/CAMPAIGN_STATUS.md | docs/CLOSURE_PROGRAM.md | docs/COMPUTE_THE_PROGRAM.md | docs/ERROR_LEDGER.md | docs/GUT_REQUIREMENTS_LEDGER.md | docs/HINT_LEDGER.md | docs/INPUT_COMPLETENESS_LEDGER.md | +80 catch-all	That check is absent from all three files.
B8073_su5_reality	paper/structure-genesis-first	B8073/FINDINGS.md:29	cell16 cell18 cell20 intertwines	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":7}"	docs/LAW_MAP.md | docs/views/VERDICT_LEDGER.md | frontier/B8068_j2t_charge_field/CELL_ITEM1_FINDINGS.md | frontier/B8073_su5_reality/FINDINGS.md | frontier/B8073_su5_reality/PREREGISTRATION.md | frontier/B8073_su5_reality/arc_verdict.json | frontier/B8073_su5_reality/cell31_B.py	is absent from `cell16_reality.py`, `cell18_realforms.py` and `cell20_outer.py`.** None of the three files contains any check that its τ intertwines.
B8073_su5_reality	paper/structure-genesis-first	B8073/results_p811.json:24 (also results_p991.json:25, results_p1093.json:25)	non-uniform characters families outside	LEAD	"{""audit/b775-braver-questions"":8,""claude/new-session-qor5up"":7,""claude/outside-bench"":8,""codex/seat-r001"":8,""main"":8,""paper/structure-genesis-first"":15}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json | frontier/B1067_rayclass_harvest/w1_results.json | docs/views/VERDICT_LEDGER.md | frontier/B8073_su5_reality/FINDINGS.md | +2 catch-all	NOT swept: non-uniform characters outside those families (the full space is (p-1)^6)
B8073_su5_reality	paper/structure-genesis-first	B8073/FINDINGS.md:68-70 (paraphrased scope heading; verbatim: 'Not established here:')	anywhere stable makes	GENERIC	"{""audit/b775-braver-questions"":53,""claude/new-session-qor5up"":46,""claude/outside-bench"":59,""codex/seat-r001"":50,""main"":57,""paper/structure-genesis-first"":50}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B659_novelty_dossier/SWEEP_RESULTS.md | frontier/B674_generation_leg/w2_molien_cell/w2_molien_cell.py | +10 catch-all	That is not established here: That no τ anywhere makes A stable.
B8074_nilpotent_rank4	paper/structure-genesis-first	B8074/FINDINGS.md:17	semisimple tested word	LEAD	"{""audit/b775-braver-questions"":23,""claude/new-session-qor5up"":24,""claude/outside-bench"":34,""codex/seat-r001"":30,""main"":30,""paper/structure-genesis-first"":28}"	docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/THE_FRAMEWORK.md | docs/views/VERDICT_LEDGER.md | frontier/B149_sl4_ideal_completeness/FINDINGS.md | frontier/B530_natural_history/FINDINGS.md | frontier/B674_generation_leg/w3_enum_cc/enum_notes.md | +10 catch-all	"No arc in the bank had tested the word ""semisimple."""
B8074_nilpotent_rank4	paper/structure-genesis-first	B8074/PREREGISTRATION.md:28	semisimple hypothesis tests word	LEAD	"{""audit/b775-braver-questions"":16,""claude/new-session-qor5up"":20,""claude/outside-bench"":24,""codex/seat-r001"":22,""main"":23,""paper/structure-genesis-first"":21}"	docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B530_natural_history/FINDINGS.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | +8 catch-all	"No arc in the bank tests the word ""semisimple"" in that hypothesis."
B8074_nilpotent_rank4	paper/structure-genesis-first	B8074/FINDINGS.md:69-72 (heading: 'Not established here:')	b8068 covariant frontier reaches	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":5}"	docs/LAW_MAP.md | docs/views/VERDICT_LEDGER.md | frontier/B8074_nilpotent_rank4/FINDINGS.md | frontier/B8074_nilpotent_rank4/PREREGISTRATION.md | frontier/B8074_nilpotent_rank4/nilpotent_rank4.py | +1 catch-all	That the object reaches either orbit. The ω-covariant purity reading that would place it on `2A1` is mod-`p` work in `frontier/B8068_j2t_charge_field/` and is **owed**, not claimed.
B8075_rung_spectrum_audit	paper/structure-genesis-first	B8075/rung_spectrum.py docstring lines 3-9	advertised impossible external mistakes	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":2}"	frontier/B8075_rung_spectrum_audit/rung_spectrum.py | +1 catch-all	An external referee reports that Theorem 10.23 mistakes an ambient superset for a realized spectrum...making the advertised values 6, 8 and 10 impossible.
B8076_paper_closure	paper/structure-genesis-first	B8076/CAMPAIGN.md item 4 row, quoting Scope (assembly)	non-trivial decompositions enumeration irreducible	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":7}"	papers/VALIDATION_LEDGER.md | frontier/B8076_paper_closure/CAMPAIGN.md | frontier/B8080_assembly_classification/assembly.py | papers/structure_paper/arxiv/verify/check_assembly.py | papers/structure_paper/verify/check_assembly.py | +2 catch-all	The enumeration behind this theorem is a search over multiset decompositions of 27 into non-trivial irreducible degrees for each of the six groups... its code is not deposited, so by this paper's own standard the theorem is an assertion ABOUT a computation.
B8076_paper_closure	paper/structure-genesis-first	B8076/CAMPAIGN.md item 5 row / relays/CC3_TO_CC_2026-08-19_THE_PAPER_STATE.md:26	representation reconstructed proposition certificate	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":4,""claude/outside-bench"":4,""codex/seat-r001"":4,""main"":4,""paper/structure-genesis-first"":12}"	docs/views/VERDICT_LEDGER.md | frontier/B796_coupling_campaign/harvest/lit_bkl_e10_wdw.md | docs/LAW_MAP.md | frontier/B8076_paper_closure/CAMPAIGN.md | frontier/B8081_rho_rebuilt/FINDINGS.md | frontier/B8081_rho_rebuilt/arc_verdict.json | frontier/B8081_rho_rebuilt/rho_rebuilt.py | papers/structure_paper/arxiv/main.tex | +3 catch-all	its structure constants are specified in the source computation and are not reconstructed in this paper, so Proposition (2880) is a certificate whose ambient representation is cited rather than rebuilt
B8076_paper_closure	paper/structure-genesis-first	B8076/CAMPAIGN.md item 7 row	dimension citation proof count	GENERIC	"{""audit/b775-braver-questions"":91,""claude/new-session-qor5up"":95,""claude/outside-bench"":112,""codex/seat-r001"":99,""main"":109,""paper/structure-genesis-first"":95}"	docs/CAMPAIGN_STATUS.md | docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/NOVELTY_AUDIT.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/STRUCTURE_TO_NATURE_MASTERPLAN.md | +14 catch-all	We give neither a proof nor a citation for the dimension count... this paper does not compute it.
B8076_paper_closure	paper/structure-genesis-first	B8076/CAMPAIGN.md item 11 row	deposited external census axioms	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":7}"	docs/LAW_MAP.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B8076_paper_closure/CAMPAIGN.md | papers/structure_paper/arxiv/main.tex | +2 catch-all	Census 5.1 (43 links, 4 axioms) — counts an external ledger that is not deposited.
B8076_paper_closure	paper/structure-genesis-first	B8076/relays/README.md, 'What is not corrected here'	seventy-five ad000777 roughly relays	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":1}"	frontier/B8076_paper_closure/relays/README.md	Roughly seventy-five loose relays banked on 2026-08-15 (ad000777) keep the gate red. They are not this seat's...
B8077_compact_home	paper/structure-genesis-first	B8077/FINDINGS.md:43-45	b1017 unsourced direction resource	LEAD	"{""audit/b775-braver-questions"":9,""claude/new-session-qor5up"":11,""claude/outside-bench"":14,""codex/seat-r001"":10,""main"":11,""paper/structure-genesis-first"":14}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/SM_SPECIFICATION_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B1017_recount/FINDINGS.md | frontier/B1017_recount/arc_verdict.json | docs/RETRACTED_PHRASES.md | docs/THE_LADDER.md | +5 catch-all	the one row B1017's resource table marks UNSOURCED: the VEV direction.
B8077_compact_home	paper/structure-genesis-first	B8077/FINDINGS.md:60-61	inner forms outer swept	LEAD	"{""audit/b775-braver-questions"":13,""claude/new-session-qor5up"":14,""claude/outside-bench"":19,""codex/seat-r001"":18,""main"":18,""paper/structure-genesis-first"":23}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B907_real_form_selector/DRAFT_COMPLETENESS.md | frontier/B907_real_form_selector/FINDINGS.md | frontier/B907_real_form_selector/completeness.py | +4 catch-all	Inner forms only. The outer real forms `e₆(6)` and `e₆(−26)` are **not swept**.
B8077_compact_home	paper/structure-genesis-first	B8077/compact_home.py:17	outer forms swept	LEAD	"{""audit/b775-braver-questions"":16,""claude/new-session-qor5up"":16,""claude/outside-bench"":28,""codex/seat-r001"":24,""main"":27,""paper/structure-genesis-first"":29}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B771_phase1_wave1/wave1_results.json | frontier/B772_negatives_adequacy/audit_results.json | frontier/B907_real_form_selector/DRAFT_COMPLETENESS.md | +4 catch-all	Outer forms (e6(6), e6(-26)) are NOT swept here.
B8077_compact_home	paper/structure-genesis-first	B8077/results.json:23	inner forms outer swept	LEAD	"{""audit/b775-braver-questions"":13,""claude/new-session-qor5up"":14,""claude/outside-bench"":19,""codex/seat-r001"":18,""main"":18,""paper/structure-genesis-first"":23}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B907_real_form_selector/DRAFT_COMPLETENESS.md | frontier/B907_real_form_selector/FINDINGS.md | frontier/B907_real_form_selector/completeness.py | +4 catch-all	inner real forms only; outer forms e6(6) and e6(-26) NOT swept.
